"";"N_size";"n_groups";"n_size";"n_density";"n_to_N_density";"N_density";"inhibition_level";"r_default";"r_active";"number_of_iterations";"to_A";"to_B";"fixed_for";"n_A";"n_B";"over_time_A";"over_time_B";"event_starts";"event_ends";"bound_10";"time_10";"poolA_10";"poolB_10";"dec_10";"bound_15";"time_15";"poolA_15";"poolB_15";"dec_15";"bound_20";"time_20";"poolA_20";"poolB_20";"dec_20";"bound_25";"time_25";"poolA_25";"poolB_25";"dec_25";"bound_30";"time_30";"poolA_30";"poolB_30";"dec_30";"bound_35";"time_35";"poolA_35";"poolB_35";"dec_35";"bound_40";"time_40";"poolA_40";"poolB_40";"dec_40";"bound_45";"time_45";"poolA_45";"poolB_45";"dec_45";"bound_50";"time_50";"poolA_50";"poolB_50";"dec_50";"bound_55";"time_55";"poolA_55";"poolB_55";"dec_55";"bound_60";"time_60";"poolA_60";"poolB_60";"dec_60";"bound_65";"time_65";"poolA_65";"poolB_65";"dec_65"
"1";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;55000;50;50;30;8,247;6,753;4,07738095238095;3,375;1000;3500;14,3671755405335;1030,01600351189;14,3671755405335;10,4488549385699;1;15,9063282278988;1039,89635386798;15,9063282278988;10,7124251330747;1;21,625540436919;1088,3923470563;21,625540436919;14,7602895045637;1;26,1206819467491;1117,91239485138;26,1206819467491;15,0696242000476;1;30,3450506484291;1208,30210602107;30,3450506484291;19,1305754087923;1;36,3147248097841;1266,12595482802;36,3147248097841;21,0971258418746;1;41,110561508753;1295,59207838671;41,110561508753;18,7170036137412;1;45,1660315549322;1333,16078949105;45,1660315549322;17,4505121916784;1;51,3172915374821;1429,71582082775;51,3172915374821;17,6721798672124;1;55,3308275986473;1689,81138457641;55,3308275986473;21,1759957476305;1;60,8248009846028;1841,58613741732;60,8248009846028;21,5493580631164;1;65,0858136589578;3087,43997095659;65,0858136589578;3,40763422298209;1
"2";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;55000;50;50;30;8,247;6,753;4,14880952380952;3,39285714285714;1000;3500;15,8647861730427;1030,00531368135;15,8647861730427;12,7608062696213;1;15,8647861730427;1030,00531368135;15,8647861730427;12,7608062696213;1;21,6627858379648;1049,68769399051;21,6627858379648;15,1295647122294;1;25,6068407016325;1068,39379374881;25,6068407016325;14,5336122901158;1;30,1131853810465;1095,91467734354;30,1131853810465;15,7735732948339;1;36,9552460788415;1135,81096872929;36,9552460788415;15,9806469530125;1;41,7462290937304;1194,63256831657;41,7462290937304;11,385335207381;1;45,3419410909222;1234,21278053953;45,3419410909222;11,5766658104482;1;50,3722933222327;1409,31005065538;50,3722933222327;12,5930733305582;1;56,009165435438;1447,57683214406;56,009165435438;10,9956643799633;1;61,0502049731253;1484,4697563367;61,0502049731253;11,3326727794424;1;65,3626765920803;2147,95881784583;65,3626765920803;7,11200107996729;1
"3";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;55000;50;50;30;8,247;6,753;4,25;3,21428571428571;1000;3500;16,8169866958473;1030,00022849032;16,4935831055425;16,8169866958473;-1;16,8169866958473;1030,00022849032;16,4935831055425;16,8169866958473;-1;20,2485747646403;1068,48077398801;20,2485747646403;20,2485747646403;0;27,4422632733063;1156,84940335836;27,4422632733063;24,0956458009519;1;30,6935866829233;1214,06946049851;30,6935866829233;28,9692278805119;1;36,9683055914486;1283,28018484326;36,9683055914486;25,8450985993313;1;40,4453682728519;1361,35836851617;40,4453682728519;27,893357429553;1;45,7058954706983;1456,27190383626;45,7058954706983;19,2980447542948;1;51,2322679471437;1514,37667808318;51,2322679471437;18,6607598482974;1;55,2775405754154;1675,63567088658;55,2775405754154;18,7670662447398;1;60,8208468965;2175,4929486607;60,8208468965;10,4477528411166;1;65,8185667724225;2741,54066503814;65,8185667724225;4,51696046477409;1
"4";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;55000;50;50;30;8,247;6,753;4,13690476190476;3,61309523809524;1000;3500;10,3650746740351;1040,2655172286;6,15426308770836;10,3650746740351;-1;17,4747470981617;1089,30845428303;17,4747470981617;13,7781659812429;1;20,2359431853739;1108,28016210447;20,2359431853739;17,1491043943847;1;25,5739975970484;1176,86891179456;25,5739975970484;19,0952515391294;1;30,7792450659967;1253,4710591625;30,7792450659967;22,6616419716679;1;35,3475080298898;1319,00262159255;35,3475080298898;19,7530191931737;1;41,1904745871201;1356,4984306525;41,1904745871201;19,3416141539521;1;46,0283566021021;1530,46531930427;46,0283566021021;22,665478629823;1;50,6719771580705;1578,64926969847;50,6719771580705;20,1299635285486;1;55,4171611804309;1663,74013752203;55,4171611804309;18,354728543837;1;61,1904264244467;1787,13322218225;61,1904264244467;18,0171811138649;1;65,7422141159423;2175,35998493042;65,7422141159423;10,7831144846255;1
"5";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;55000;50;50;30;8,247;6,753;4,16071428571429;3,33928571428571;1000;3500;12,3065703778022;1030,0111526432;12,3065703778022;6,80099941931176;1;17,2886568768879;1121,53653056851;17,2886568768879;14,2963893405034;1;20,9776441542921;1151,97834241051;20,9776441542921;16,7165601854515;1;27,8269849393125;1241,20710540206;27,8269849393125;23,2970106468663;1;31,2293273879159;1270,53862127038;31,2293273879159;24,1008939624134;1;36,6007038494577;1329,62898740311;36,6007038494577;28,9478294082074;1;40,3445305922639;1350,30926430047;40,3445305922639;27,4342808027395;1;45,2307694871036;1437,77599873276;45,2307694871036;17,8281865131649;1;50,3995066417401;1525,11955950516;50,3995066417401;19,5998081384545;1;55,792833890153;1776,34271468634;55,792833890153;15,460664812934;1;60,9627413217481;1927,81555776446;60,9627413217481;22,1352810751585;1;65,2931418999945;2640,99429759342;65,2931418999945;15,7122533983944;1
"6";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;55000;50;50;30;8,247;6,753;3,875;3,3452380952381;1000;3500;11,768331905634;1030,00271669159;11,768331905634;10,0871416334006;1;15,3181599839798;1059,80007480742;15,3181599839798;11,9881252048537;1;20,5922858870183;1137,27852442836;18,8762620631001;20,5922858870183;-1;25,8789806595027;1186,51068174222;25,8789806595027;23,862436712009;1;30,3878292634734;1275,77699638964;25,2662850055846;30,3878292634734;-1;36,056165983632;1295,49908827648;26,0977963310098;36,056165983632;-1;40,5371225082529;1353,33615759011;21,8014776514974;40,5371225082529;-1;45,4930639953814;1499,44485478446;20,0305281770709;45,4930639953814;-1;50,1376254993898;1717,39331667481;20,4942118829623;50,1376254993898;-1;56,3390341578591;1981,16737017935;12,1720135526239;56,3390341578591;-1;60,3183920747511;2409,63855534974;14,7289096926718;60,3183920747511;-1;0;0;0;0;0
"7";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;55000;50;50;30;8,247;6,753;4,05357142857143;3,2797619047619;1000;3500;13,1806223240069;1030,21481914848;13,1806223240069;5,93128004580309;1;16,1;1048,53704078821;16,1;5,95;1;21,0941357669057;1067,6001618684;21,0941357669057;7,14478792104869;1;26,7019702168383;1086,94736651653;26,7019702168383;10,2699885449378;1;32,0170271491034;1116,36724710532;32,0170271491034;14,4919175516994;1;35,2206115615527;1145,38901422713;35,2206115615527;15,7295935129265;1;42,3844616887133;1215,33750077187;42,3844616887133;10,1216624928271;1;45,2699995032603;1256,04171007633;45,2699995032603;8,40728562203405;1;51,3030069660395;1509,3214128842;51,3030069660395;9,17338535154349;1;55,6978704462825;1614,22876834621;55,6978704462825;5,3363229170091;1;61,1195332741102;1679,90143286087;61,1195332741102;4,88956266192881;1;65,2638228916484;2073,27101478919;65,2638228916484;5,07607511379487;1
"8";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;55000;50;50;30;8,247;6,753;4,14880952380952;3,55952380952381;1000;3500;12,7418416131179;1030,02128427232;10,2556286154363;12,7418416131179;-1;17,9238966728632;1071,19142396768;12,8027833377594;17,9238966728632;-1;20,0900267590765;1090,96751355903;12,8444433377702;20,0900267590765;-1;27,0530103537002;1138,22346331741;14,9503478270448;27,0530103537002;-1;30,114878528724;1157,73333753044;14,7152247356265;30,114878528724;-1;36,3792383276774;1455,36229793954;36,3792383276774;12,8776064876734;1;40,6009447362228;1661,56907141419;40,6009447362228;17,7415892965007;1;47,9527215273735;1720,31172884848;47,9527215273735;12,7426812450363;1;51,0452873797924;1739,36753183532;51,0452873797924;11,459146146484;1;56,8505562465682;1789,25883421286;56,8505562465682;10,7646023662141;1;62,6131042293077;1974,46347995209;62,6131042293077;12,5226208458615;1;66,487431949575;2294,65036045518;66,487431949575;6,27936857301541;1
"9";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;55000;50;50;30;8,247;6,753;3,93452380952381;3,25595238095238;1000;3500;13,3709111872273;1030,01722578809;13,3709111872273;4,34554613584887;1;18,3755327493684;1060,17391981583;18,3755327493684;6,23455575425;1;20,2320285137741;1070,11763174172;20,2320285137741;8,15807601361858;1;25,0915279411077;1102,49593218628;25,0915279411077;9,06922696666545;1;30,6012743839318;1169,96997336569;30,6012743839318;14,2574119288773;1;35,6744053196327;1210,07586990312;35,6744053196327;18,4858282110824;1;40,1200049127903;1278,60248609667;40,1200049127903;18,7000022898599;1;45,7483902146821;1383,96621735368;45,7483902146821;12,6893345121016;1;50,9955919742868;1420,99588639982;50,9955919742868;14,3649554857146;1;56,0096538970967;1466,75834255173;56,0096538970967;14,547962051194;1;60,2608071166998;1564,54365307636;60,2608071166998;14,6396311074468;1;65,627282340695;1790,75720506449;65,627282340695;7,51979276820464;1
"10";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;55000;50;50;30;8,247;6,753;4,02380952380952;3,30952380952381;1000;3500;21,0199536707405;1030,01649860279;21,0199536707405;4,3374507574544;1;21,0199536707405;1030,01649860279;21,0199536707405;4,3374507574544;1;21,0199536707405;1030,01649860279;21,0199536707405;4,3374507574544;1;27,2324191692719;1060,11673468025;27,2324191692719;8,53063733013337;1;30,0666925277526;1120,62092866009;30,0666925277526;11,7101855108089;1;36,3720607351478;1160,77904793593;36,3720607351478;13,5568590012824;1;40,70225707603;1189,82716995378;40,70225707603;14,7075382711705;1;45,238630304384;1317,39448850676;45,238630304384;13,122656118829;1;50,8028505365269;1528,8922662673;50,8028505365269;10,4992557775489;1;55,4678280018473;1941,42689415769;55,4678280018473;6,24013065020782;1;60,0832009593742;2152,62354044755;60,0832009593742;5,40073716488756;1;0;0;0;0;0
