"";"N_size";"n_groups";"n_size";"n_density";"n_to_N_density";"N_density";"inhibition_level";"r_default";"r_active";"number_of_iterations";"to_A";"to_B";"fixed_for";"n_A";"n_B";"over_time_A";"over_time_B";"event_starts";"event_ends";"bound_50";"time_50";"poolA_50";"poolB_50";"dec_50"
"1";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;50000;50;50;30;14,8240780970082;13,586170556955;7,34444444444444;6,76666666666667;200;1520,25596720632;0;0;0;0;0
"2";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;50000;50;50;30;5,3083116794005;12,144887750037;2,8030303030303;6,01515151515151;200;1162,05231943168;50,452992184504;520,228757861433;10,1606720371571;50,452992184504;-1
"3";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;50000;50;50;30;12,239048993215;18,0871141375974;6,05769230769231;9,14423076923077;200;1733,35644560866;50,6783017431914;1299,09249883189;46,5412975192574;50,6783017431914;-1
"4";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;50000;50;50;30;14,5609054528177;5,00597184989601;6,66216216216216;2,56756756756757;200;1294,97064421885;51,9212127724959;513,900786850086;51,9212127724959;10,2429603428733;1
"5";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;50000;50;50;30;16,368696722202;19,1891129221767;8,1015625;9,6640625;200;2086,34222664405;50,2363424501656;548,948136631219;41,8636187084713;50,2363424501656;-1
"6";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;50000;50;50;30;2,99283128231764;19,9774103425443;1,45833333333333;10,0104166666667;200;1600,5823751213;51,2925972994769;540,064554006769;8,54876621657948;51,2925972994769;-1
"7";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;50000;50;50;30;9,38031320925802;12,0735821966082;4,30952380952381;5,57142857142857;200;802,202211972326;50,100870911218;627,961179179101;25,050435455609;50,100870911218;-1
"8";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;50000;50;50;30;2,37818482331932;7,54199822433293;1,25925925925926;3,88888888888889;200;967,221949761733;50,7298319175652;662,400478402816;11,5454100226183;50,7298319175652;-1
"9";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;50000;50;50;30;5,3911934280768;9,85513458028436;2,82222222222222;5,2;200;1514,40136500169;50,913314318539;875,162993753706;19,5536641948012;50,913314318539;-1
"10";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;50000;50;50;30;17,2385797929019;16,4879535790533;8,56060606060606;8,40151515151515;200;2149,38045146409;50,0149049998228;893,511319423459;41,9138992604149;50,0149049998228;-1
"11";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;50000;50;50;30;10,4741608072072;2,44080585893244;5,39655172413793;1,18965517241379;200;1043,84519478772;51,3026865262044;688,265026339746;51,3026865262044;3,11975796443135;1
"12";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;50000;50;50;30;16,4795764628798;3,47142077051103;7,90540540540541;1,66216216216216;200;1289,19105585665;50,5317895155514;407,180088458766;50,5317895155514;8,54058414347348;1
