"";"n_A";"FRA";"FRB";"dec_50";"time_50";"WFRA";"amplitude";"phase";"alpha_freq"
"1";8,66486991356523;13,60770020176;12,3117287539734;1;1724,27641729345;54,1227887837287;0;0,948579354751855;9,78639669902623
"2";8,66486991356523;10,1355738095491;14,527655793687;1;1523,73645074966;50,9005330259479;0,02;0,948579354751855;9,78639669902623
"3";8,66486991356523;12,582668493219;15,3788170472676;1;1471,50132133181;52,7717717573916;0,04;0,948579354751855;9,78639669902623
"4";8,66486991356523;16,8644167999314;16,0978523999345;1;1813,43185505684;53,0987942990372;0,06;0,948579354751855;9,78639669902623
"5";8,66486991356523;7,29147619741199;5,54152191003312;1;1527,0573878688;52,6234668902932;0,08;0,948579354751855;9,78639669902623
"6";8,66486991356523;18,4940402850615;11,7003112007532;0;0;0;0,1;0,948579354751855;9,78639669902623
"7";9,36879823783168;6,67140373965307;6,67140373965307;1;1451,86242164112;52,0344380457286;0;3,12290532235988;10,0005374131724
"8";9,36879823783168;9,30119184775348;18,602383695507;1;1454,50437404074;50,0208301432235;0,02;3,12290532235988;10,0005374131724
"9";9,36879823783168;6,7756987532335;16,5628191745708;1;1641,00763958666;51,0544956290562;0,04;3,12290532235988;10,0005374131724
"10";9,36879823783168;16,6478079042338;4,34290640980012;1;1475,14375778922;50,11880032261;0,06;3,12290532235988;10,0005374131724
"11";9,36879823783168;11,1288638709917;5,08748062673906;1;2001,81287614484;51,4108088062908;0,08;3,12290532235988;10,0005374131724
"12";9,36879823783168;5,62582177407355;6,49133281623871;0;0;0;0,1;3,12290532235988;10,0005374131724
"13";9,43014866910456;28,6518665887774;2,89737976740445;1;1521,46393090112;52,0239363874802;0;4,92850221845321;9,6493058251217
"14";9,43014866910456;3,00604494219052;25,8519865028384;1;1641,97624844645;52,3908163035808;0,02;4,92850221845321;9,6493058251217
"15";9,43014866910456;5,4614537668906;13,380561728882;1;1567,64068067181;50,7560888308779;0,04;4,92850221845321;9,6493058251217
"16";9,43014866910456;12,0438072446386;8,02920482975909;1;1550,67738749253;50,195488546569;0,06;4,92850221845321;9,6493058251217
"17";9,43014866910456;4,43320942056863;5,26443618692525;1;1959,62796592908;50,1291960588295;0,08;4,92850221845321;9,6493058251217
"18";9,43014866910456;5,10737096918682;5,10737096918682;0;0;0;0,1;4,92850221845321;9,6493058251217
"19";9,09834559288505;7,59337457771301;6,32781214809418;1;1426,01202366971;55,37613494897;0;4,53871031105518;8,50607609283179
"20";9,09834559288505;5,89728378616526;8,380350643498;1;1515,93251037225;50,1433331802709;0,02;4,53871031105518;8,50607609283179
"21";9,09834559288505;10,9827825577566;2,74569563943915;1;1466,07882916514;52,1879238847082;0,04;4,53871031105518;8,50607609283179
"22";9,09834559288505;9,83336326192289;9,58122574238641;1;1594,01783526276;50,0985386009024;0,06;4,53871031105518;8,50607609283179
"23";9,09834559288505;4,73605377553704;5,36752761227531;1;1969,49410714875;52,4467070537471;0,08;4,53871031105518;8,50607609283179
"24";9,09834559288505;4,52713125647278;11,3178281411819;0;0;0;0,1;4,53871031105518;8,50607609283179
"25";8,28903221331525;8,70321163448984;6,36003927135796;1;1802,59132315885;50,0118569777448;0;2,13405474059284;11,2065452793613
"26";8,28903221331525;6,84524907358684;10,6101360640596;1;1697,40225218379;50,5445693590799;0,02;2,13405474059284;11,2065452793613
"27";8,28903221331525;12,8751432408262;9,84569777239654;1;1520,72219569338;52,5381002065545;0,04;2,13405474059284;11,2065452793613
"28";8,28903221331525;11,9029949804788;13,9552354943545;1;1688,56458851669;52,0134802002457;0,06;2,13405474059284;11,2065452793613
"29";8,28903221331525;17,4085631310641;12,9552097719547;1;2098,75082879172;50,8343477899609;0,08;2,13405474059284;11,2065452793613
"30";8,28903221331525;13,7063833146042;17,4874545738053;0;0;0;0,1;2,13405474059284;11,2065452793613
"31";8,78198421134893;11,2285818931788;15,8521156138995;1;1609,53760546249;51,0792082194536;0;1,81154119895771;9,75070947501808
"32";8,78198421134893;6,40940099194159;18,5160473100535;0;0;0;0,02;1,81154119895771;9,75070947501808
"33";8,78198421134893;10,1443481553919;18,7280273638005;1;1384,65686176181;50,4438588841381;0,04;1,81154119895771;9,75070947501808
"34";8,78198421134893;14,7531662397693;16,8022171064039;1;1999,51091404508;50,7373823822125;0,06;1,81154119895771;9,75070947501808
"35";8,78198421134893;12,8201314823859;19,4244416399786;1;3399,75155401302;50,3043284072908;0,08;1,81154119895771;9,75070947501808
"36";8,78198421134893;18,6406072466425;18,6406072466425;0;0;0;0,1;1,81154119895771;9,75070947501808
"37";9,04906608888111;9,02744932615153;12,370949076578;1;1665,76842412475;50,4728860693683;0;0,451485060360283;11,9151614094153
"38";9,04906608888111;11,2443065049629;15,5436001686252;0;0;0;0,02;0,451485060360283;11,9151614094153
"39";9,04906608888111;17,607528243884;8,96987287895977;1;1407,9965211587;51,6947756673885;0,04;0,451485060360283;11,9151614094153
"40";9,04906608888111;18,8714863303626;15,7834249308487;1;2244,21652342422;50,2272933673602;0,06;0,451485060360283;11,9151614094153
"41";9,04906608888111;5,15038192870876;8,66200597101018;1;2545,7996721297;54,1116161783532;0,08;0,451485060360283;11,9151614094153
"42";9,04906608888111;13,1003773104423;9,68288757728342;0;0;0;0,1;0,451485060360283;11,9151614094153
"43";8,30808113408263;7,87679008726875;8,53318926120781;1;1479,56407272337;50,4668278970347;0;5,60418142555282;8,79987355228513
"44";8,30808113408263;11,6297416097371;6,12091663670372;1;1950,7995407523;51,4759133649632;0,02;5,60418142555282;8,79987355228513
"45";8,30808113408263;12,8188466539587;9,3227975665154;1;2754,31118428548;51,1151276902612;0,04;5,60418142555282;8,79987355228513
"46";8,30808113408263;10,3774628887623;10,3774628887623;1;1884,19561524768;50,3043601606427;0,06;5,60418142555282;8,79987355228513
"47";8,30808113408263;6,26354242804044;3,91471401752527;1;2336,4578193128;50,7787289555243;0,08;5,60418142555282;8,79987355228513
"48";8,30808113408263;7,85070149260939;7,402089978746;0;0;0;0,1;5,60418142555282;8,79987355228513
"49";8,47389176121145;15,8899665831938;3,38084395387103;1;1510,49958886996;52,1566528313985;0;5,42342032640241;11,6737662116066
"50";8,47389176121145;9,44702564771922;8,81722393787127;0;0;0;0,02;5,42342032640241;11,6737662116066
"51";8,47389176121145;7,15356174409831;4,86442198598685;1;1458,96807641174;52,3692081897516;0,04;5,42342032640241;11,6737662116066
"52";8,47389176121145;11,9635329345236;8,32245769358164;1;1349,21498555632;50,3340954819294;0,06;5,42342032640241;11,6737662116066
"53";8,47389176121145;12,3434390430621;12,3434390430621;1;1668,02247090332;50,9722323775122;0,08;5,42342032640241;11,6737662116066
"54";8,47389176121145;5,48805292086697;2,97269533213628;0;0;0;0,1;5,42342032640241;11,6737662116066
"55";8,28137716604036;7,68874260900858;13,3717262765367;0;0;0;0;4,23734898668714;8,57628131657839
"56";8,28137716604036;8,36165422038627;9,64806256198415;1;1596,99241245622;51,1462374040445;0,02;4,23734898668714;8,57628131657839
"57";8,28137716604036;7,27137918689693;12,4219394442823;1;1669,11579759496;53,2311130079909;0,04;4,23734898668714;8,57628131657839
"58";8,28137716604036;5,10875365009902;11,2930343844294;1;1471,30153752899;51,738003929152;0,06;4,23734898668714;8,57628131657839
"59";8,28137716604036;10,0850113309753;7,20357952212519;1;1668,97433671872;50,9207612357215;0,08;4,23734898668714;8,57628131657839
"60";8,28137716604036;3,52779437369346;5,69874475750482;0;0;0;0,1;4,23734898668714;8,57628131657839
"61";8,9022599912585;9,91317885067935;22,1394327665172;1;1720,41354601797;52,4444607471229;0;1,15355574804358;8,15695549082011
"62";8,9022599912585;10,6795166325743;10,6795166325743;1;1493,9485335362;51,056952982488;0,02;1,15355574804358;8,15695549082011
"63";8,9022599912585;10,2392372734711;14,0315473747567;1;1408,88386890207;53,7129934436682;0,04;1,15355574804358;8,15695549082011
"64";8,9022599912585;16,0640565495447;10,1457199260282;1;1510,42136258906;51,1825746094615;0,06;1,15355574804358;8,15695549082011
"65";8,9022599912585;12,314733302835;14,1806019850827;1;1620,06493544961;50,9695667885618;0,08;1,15355574804358;8,15695549082011
"66";8,9022599912585;7,75120569843827;11,3684350243761;0;0;0;0,1;1,15355574804358;8,15695549082011
"67";9,34191354639642;8,53788672532102;11,6115259464366;1;1575,27391035195;51,969216929396;0;0,880602470748127;9,28893058840185
"68";9,34191354639642;10,5367774887131;15,2953221610352;1;1313,14268902954;51,1877115260865;0,02;0,880602470748127;9,28893058840185
"69";9,34191354639642;15,487659376818;8,44781420553707;1;1526,7508363813;50,4058152140204;0,04;0,880602470748127;9,28893058840185
"70";9,34191354639642;12,9904148450609;12,2481054253431;1;1415,33298529553;51,4601193893966;0,06;0,880602470748127;9,28893058840185
"71";9,34191354639642;7,3659304185894;8,4182061926736;1;1638,29827586538;50,1331939099744;0,08;0,880602470748127;9,28893058840185
"72";9,34191354639642;15,1113321224681;13,0964878394724;1;2739,51423929843;51,2800347021068;0,1;0,880602470748127;9,28893058840185
"73";8,80354053993523;6,45023383674174;13,5454910571576;0;0;0;0;2,67228061539121;9,33896255493164
"74";8,80354053993523;6,66333279530524;37,1743829632819;0;0;0;0,02;2,67228061539121;9,33896255493164
"75";8,80354053993523;8,13982396016143;9,98978395110722;0;0;0;0,04;2,67228061539121;9,33896255493164
"76";8,80354053993523;10,4453599764632;8,95316569411129;1;3392,73536338584;50,2983637183324;0,06;2,67228061539121;9,33896255493164
"77";8,80354053993523;18,662779411344;12,3004682483858;1;2306,99230982602;50,2288375883264;0,08;2,67228061539121;9,33896255493164
