"";"N_size";"n_groups";"n_size";"n_density";"n_to_N_density";"N_density";"inhibition_level";"r_default";"r_active";"number_of_iterations";"threshold_level";"to_A";"to_B";"fixed_for";"n_A";"n_B";"over_time_A";"over_time_B";"event_starts";"event_ends";"initial_time";"initial_FR_A";"initial_FR_B";"initial_FR_C";"initial_bin";"end_time";"end_FR_A";"end_FR_B";"end_FR_C";"end_bin";"end_state"
"105";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;3,78214061171924;18,5955246742862;7,91885690578715;0,0317280641624405;1000;16,2411342102912;6,87124908896937;8,78426730123926;0,0320174683163754;0
"106";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;1,48830253112547;27,6824270789338;6,6601538267865;0,0335953201411203;1000;6,87932027969236;15,7241606392968;8,76294368960812;0,0305262717044759;0
"107";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;21,8940960450704;7,79789722153194;5,99838247810149;0,0333423219893275;1000;22,4888585247107;6,81480561354869;8,00739659591971;0,0293478657120278;0
"108";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;23,1900568660917;13,8607236441008;4,49807137488848;0,0375160787670213;1000;6,17577624524645;14,6268384755837;8,9386235128567;0,0307653633251763;0
"109";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;17,1742447874489;23,0963981624312;5,03383036873501;0,0337714995435416;1000;9,79171771784851;4,3893907011045;10,129363156395;0,0296168668620198;0
"110";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;21,8487861145874;10,1761469574791;6,24785493345222;0,0334114671712866;1000;6,42511265299389;5,4613457550448;10,1195524284654;0,0311278588877047;0
"111";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;25,0260519328357;2,24592773756218;7,49979440935941;0,0311675210334153;1000;5,24046165752368;17,031500386952;9,08892568726763;0,0305316612268863;0
"112";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;11,0218155337596;27,1077084749222;5,1385491339825;0,0335697870161861;1000;18,0556543208991;6,89397710434328;8,53540022442502;0,0304613718353804;0
"113";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;7,24410688428088;6,64043131059081;8,75329581850606;0,0331303780899175;1000;7,2995367196329;13,9354791920265;9,16589553999359;0,0301388990082461;0
"114";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;34,9055267129788;5,32457187147134;5,39852425857511;0,0338055348570702;1000;5,39121936046957;9,0976826707924;9,94006069586577;0,0296778871906381;0
"115";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;7,11891268619751;23,5233636587396;6,80939474331936;0,0323083046721356;1000;3,81036478498536;50,2275358020797;5,41244997867238;0,028868627075668;-1
"116";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;4,47188184587365;41,2051970084072;5,1506496260509;0,0313067305499546;1000;5,5523845375874;20,9756749197746;7,86587809491549;0,0324185039385281;0
"117";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;27,2111283993583;15,6759761431086;4,51054030532841;0,0338096967717699;1000;7,08381342260641;16,1915735373861;8,60177344173636;0,0296450495618408;0
"118";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;23,8953821939313;3,82326115102901;7,4473941171086;0,0313868174994278;1000;8,17169265899004;10,1328988971476;9,15229577806884;0,0305934168638812;0
"119";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;7,47481107640975;14,6246303668886;8,61228232716775;0,0307700084522366;1000;8,18676669587539;14,0812387169057;8,80077419806605;0,030537086164426;0
"120";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;33,1177463964164;18,9244265122379;3,40048288891775;0,0338187262681978;1000;49,6484061511438;3,90094619758987;5,6297746260672;0,0281982868843363;1
"121";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;9,80123594985274;27,0276506495939;5,30900280617023;0,0336692231151683;1000;16,1965282159212;6,61082784323313;9,04857061042535;0,0302533971149651;0
"122";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;9,58906077896853;8,66108715519738;8,42909374925459;0,0323285050690174;1000;7,39565175844607;20,5792048930673;8,15933319002474;0,03109935506865;0
"123";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;31,282775562872;5,01704891102664;5,42283963177144;0,0338844613665951;1000;49,8704576945538;5,76733184222732;5,25844962085432;0,0294763687352429;1
"124";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;26,4799295576148;27,656815315731;3,53065727434864;0,0339880058231193;1000;21,3939410799542;7,68844757560854;7,98094286381104;0,029915011806762;0
"125";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;30,0562347409233;11,6544583689294;4,98381443408166;0,0326055478488021;1000;62,9694405073652;2,75276242655148;4,25817937857183;0,0290617160523437;1
"126";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;3,91161511531834;7,52233676022757;8,98919242847195;0,0332343536282251;1000;3,56831415666978;25,3025912927493;7,78541270546133;0,0308268821550904;0
"127";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;37,1930964193299;5,14050926120819;4,83812636349006;0,0330706533850392;1000;31,6262520733109;6,19483288033924;6,96918699038164;0,0306707224666237;0
"128";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;3,25486261390766;32,2527295378122;6,02889325076077;0,0337955892608132;1000;5,41190215813324;21,9659558183055;8,23723343186456;0,031412245645372;0
"129";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;34,6590894770038;6,87453014419911;4,94106854114311;0,0349114768523515;1000;13,2763816847532;10,8934413823616;8,46794857457018;0,0293754736238022;0
"130";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;1,54522786035047;47,2839725267243;4,98335984963026;0,0323576873566463;1000;2,08095692054978;56,5326630082691;5,11568576301822;0,0288328890461356;-1
"131";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;5,61358538262844;12,8782252895594;9,08079988366365;0,0302836758350687;1000;49,9042088487803;1,35793765574913;5,89854169216026;0,0294564333131578;1
"132";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;20,3893931921537;32,5048297266218;3,61985603773743;0,0338411248190323;1000;5,9272714485557;17,1232286291609;8,80858395827027;0,0303681047109561;0
"133";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;1,60447087569603;42,6789252935144;5,73598338061331;0,0311629215321903;1000;7,78956021310786;32,1319358790699;6,65358268202963;0,0308104685545842;0
"134";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;24,9798242277064;9,16980889371502;6,95640674695622;0,031625522773846;1000;11,8171352262032;11,8171352262032;8,44081087585942;0,0296180075204618;0
"135";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;26,0787028269932;10,8936353581111;5,52934521964729;0,030292917759019;1000;10,4559784145417;11,8051369196438;8,98033629958618;0,0296481101729196;0
"136";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;4,84308962919809;28,0899198493489;7,06283904258055;0,0309719644864051;1000;9,8787934767041;6,79167051523407;9,33854695844684;0,0323926196812005;0
"137";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;22,099955018688;16,646719364726;4,84333429792675;0,0348416998744513;1000;9,27520869197678;6,95640651898258;9,73068769024349;0,0301880000007121;0
"138";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;16,1203505005205;32,5235141677168;4,17149420846802;0,0353590326700152;1000;2,31300372289454;38,3297759793952;6,81510025495713;0,0302636780508077;0
"139";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;41,214328632984;4,18583025178744;5,31278455034559;0,0310571600328244;1000;2,31300372289454;38,3297759793952;6,81510025495713;0,0302636780508077;0
"140";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;1,22823737872591;48,5153764596732;4,75941984256288;0,0325669945344714;1000;6,05392493659191;40,6958287404234;6,18004837277091;0,0297327769810988;-1
"141";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;45,1371837462288;5,15853528528329;4,79582577303681;0,0310165562803189;1000;60,7784688185652;2,03726711123682;4,66873712991772;0,029451219071403;1
"142";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;40,9945944526283;3,81345064675612;5,52155874894896;0,031467563400113;1000;6,85984121438859;6,53318210894152;9,96310271613581;0,03061295348346;0
"143";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;44,0343239021274;1,86060523530116;4,80656352452799;0,032247571307241;1000;39,262854749288;1,6778997756106;6,96328406878398;0,0297991576891443;0
"144";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;10,7277397653333;30,3441781933713;5,44049659527616;0,0326256982044835;1000;6,95579196558588;7,61824834326073;9,52281042907591;0,0301906671503382;0
"145";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;33,029485063992;13,1506283125153;4,85502847584141;0,0326980574449643;1000;8,15936359598527;12,0758581220582;9,05689359154366;0,0306396445089185;0
"146";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;39,2449580373504;4,32621584663706;5,1373813178815;0,0323608448960834;1000;47,3582146938022;3,28876490929182;5,75533859126068;0,0304065516259517;1
"147";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;42,5014277582937;0,685506899327318;5,48405519461855;0,029175490457683;1000;47,7847230730633;5,01238353913252;5,7642410700024;0,0299258823330108;1
"148";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;16,8265400244643;31,0420652175461;3,62640948803109;0,0344693560979698;1000;12,3938611917997;7,94478281525619;9,45429155015487;0,0314671912138278;0
"149";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;5,11420335454313;27,5598736328157;5,82450937600745;0,0351960975192939;1000;5,12514917315884;7,85856206551022;9,90862173477375;0,029267440796762;0
"150";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;14,5051105341554;13,5591250645366;7,21313920584359;0,0317129606780197;1000;8,21823394075324;32,872935763013;6,78004300112142;0,0304201610470444;0
"151";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;2,63659731874682;36,6194072048169;4,90700056544546;0,0341349053797784;1000;11,3213155901471;15,2029095067689;8,24838707282142;0,0309151350135143;0
"152";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;19,4853578934694;16,1363120055293;5,48025690753826;0,0328451755158421;1000;5,28020898567051;7,92031347850577;9,90039184813221;0,0303018309377924;0
"153";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;10,0451416446079;26,2946354814735;5,3180161647924;0,0338472081359359;1000;7,55301810106978;6,5678418270172;9,60546867201265;0,0304514032565901;0
"154";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;4,992468937422;37,5903543523539;4,91905027657756;0,0340512884768762;1000;1,76651467363618;61,4747106425392;4,59293815145408;0,0283043219205648;-1
"155";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;11,4911751185563;31,2815322671811;5,02738911436839;0,0313283886361335;1000;15,3120412401979;5,42301460590342;8,85227384198941;0,0313478779524105;0
"156";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;17,0402223880749;10,4134692371569;7,41565233555112;0,0316897272642347;1000;11,9462674705504;13,2736305228338;8,50341955369042;0,0301349355258837;0
"157";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;13,5434557472284;23,3932417452126;5,65593180353002;0,0324880154823148;1000;1,66014750843952;44,8239827278671;6,43307159520314;0,0301178056442697;-1
"158";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;25,0289744033613;16,4896772539792;4,78495098887789;0,033960640428233;1000;57,2801572873341;4,09143980623815;4,60286978201792;0,0293295284014781;1
"159";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;30,1620530946961;11,1123353506775;6,07209753090593;0,0314965296631963;1000;12,8653813663074;6,2588341782036;9,51864364601797;0,0287593495649478;0
"160";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;5,46993062515973;29,9406728956112;5,64986255361893;0,0347353582742106;1000;7,22565141943451;30,2789202338208;6,70953346090348;0,0290631235593752;0
"161";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;20,0171613477159;23,0967246319799;5,23525758324878;0,0324721367185347;1000;15,337942422519;4,38226926357687;8,88192073957098;0,0319469187262423;0
"162";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;26,1102414947937;10,019046154979;5,9962473200253;0,0329372671704887;1000;13,7966656309614;2,24596882364489;9,54536750049076;0,0311669508779735;0
"163";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;27,570896163434;12,8236726341553;5,36991291555255;0,0311923121723036;1000;16,0641540792669;5,46181238695075;8,8352847435968;0,0311251994678837;0
"164";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;22,8007159603024;6,55911007077192;6,94953328927025;0,0320165384837467;1000;30,2257856319132;4,92811722259454;7,63858169502154;0,030437587667817;0
"165";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;29,8610771069934;12,9585806313368;4,36647825621131;0,0354977148413628;1000;8,04087442005999;8,33868458376591;9,08320999303072;0,0335784376045492;0
"166";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;5,83157116773197;34,3414746544216;5,95306223372638;0,0308664671702886;1000;5,37780052879112;6,95950656667086;9,84612008580139;0,0316114365138445;0
"167";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;24,7955433860041;19,3174582193287;4,14460390899777;0,0346836520826331;1000;18,1559656962333;6,05198856541111;8,48959507092392;0,0297422901670292;0
"168";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;5,08310443696006;40,6648354956805;5,20223969720131;0,0314768271996567;1000;6,98135284765012;8,64357971613825;9,51624882209451;0,03008012982336;0
"169";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;36,1271459114427;5,60593643453421;6,42346883123711;0,0321088193028996;1000;8,23789516483643;6,33684243448956;9,58447418216546;0,0315614601542653;0
"170";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;6,22381399004832;32,9862141472561;5,56253375360568;0,0321346364656453;1000;9,8748842677002;7,89990741416016;9,25770400096893;0,0303801028819418;0
"171";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;14,8005081189556;16,5417443682445;5,91294809654354;0,0344582764254439;1000;27,4438973925912;5,55825769976531;7,81629989029497;0,0287859988943578;0
"172";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;29,0977683928764;18,3442452911612;4,66513134559703;0,0316175449463413;1000;7,12235496806218;5,82738133750542;10,3597890444541;0,0308886598585042;0
"173";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;2,15259367904594;38,746686222827;6,03495013589666;0,0325189099463606;1000;3,5357457109774;9,00007999157884;9,96437427639085;0,0311108345994691;0
"174";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;3,86887648448832;16,665929471642;7,88655591068774;0,0336014862509091;1000;5,60725360733561;9,8951534247099;9,56531497721957;0,0303178725102784;0
"175";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;10,2926024001935;36,6673960506893;4,58342450633616;0,0310902906337842;1000;3,19981870355491;47,6772986829682;5,5996827312211;0,0312517705734086;-1
"176";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;25,8830807096934;18,8794235764822;3,99665216840854;0,0328399856853852;1000;9,4452709093313;3,77810836373252;9,76011327297568;0,0317619264582046;0
"177";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;10,651981098058;6,08684634174742;8,40745650953863;0,0328577376150067;1000;10,245533552275;5,12276677613751;9,24499316631066;0,0312331220592162;0
"178";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;8,26949758256611;37,530796720877;5,12867878918764;0,0314408460011085;1000;0,688475834414496;59,8973975940612;4,94842005985419;0,0290496761110122;-1
"179";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;9,63556573010103;14,4533485951515;7,33959108347539;0,0332102970353195;1000;17,262024332278;9,81566089482473;8,4617766334696;0,0295446229354665;0
"180";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;34,4850845557143;7,19688721162733;5,92243843456833;0,0333477506236661;1000;7,02095589569455;7,68961836195118;9,69560576072105;0,0299104570830274;0
"181";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;42,937809073639;3,44756131248196;4,77957363775909;0,0319066116682952;1000;62,1776850026684;0,672191189218037;4,36924272991724;0,029753439677283;1
"182";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;11,0393117361286;13,7245497259978;7,27251955589555;0,0335165822692634;1000;8,86368728375461;16,0228193206333;8,43754847203563;0,0293331648191751;0
"183";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;14,0538826160056;21,2242308894779;5,16265075690002;0,0348658099251485;1000;8,73305339643294;7,38950672005864;9,3628409009834;0,0297719466717332;0
"184";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;20,9065913034096;13,9377275356064;6,05815997996528;0,0315689913492671;1000;14,5902975120569;7,29514875602846;8,99458681851237;0,0301570272735288;0
"185";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;8,67718198065176;5,68505026318564;8,71458362712009;0,0334209885936053;1000;8,01847772507392;6,41478218005914;9,54198849283796;0,0311779877143321;0
"186";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;14,8070932366618;19,1819162384028;6,47810329103954;0,0297154879062;1000;10,814296457975;6,2264131121674;9,42154615656909;0,0305151612296187;0
"187";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;29,5989245340968;6,17999523239383;6,46460027599092;0,0307443602875407;1000;55,4427389428603;1,38606847357151;5,45764461468781;0,0288586031373553;1
"188";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;4,81826931999485;35,0127570586293;6,34405460465989;0,0311315101000125;1000;5,24999999999998;57,0499999999998;4,76874999999998;0,0285714285714287;-1
"189";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;19,3162540701574;17,7584916451447;6,11421751817482;0,03209732061652;1000;10,1961194413182;35,1590325562697;6,06493311595652;0,0284421932941291;0
"190";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;27,7961990149981;3,39731321294421;6,52438560213149;0,0323785277085685;1000;55,164006124623;2,75820030623115;5,30091621353799;0,0290044199542974;1
"191";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;29,5012773443935;12,8266423236494;5,6918225311194;0,0311850903694798;1000;11,9250230793522;6,95626346295546;9,31642428074392;0,0301886208189675;0
"192";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;2,73048986380743;42,1708990076926;5,19551543530026;0,0329611185131824;1000;3,36425665017872;29,6054585215727;7,48547104664764;0,0297242482955894;0
"193";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;20,7330684056338;18,6597615650704;4,85005707346076;0,0337624892902871;1000;6,52222050230583;7,82666460276699;9,78333075345874;0,0306644033162162;0
"194";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;29,8503073454725;8,30884843636862;6,0393018727309;0,0324954778111229;1000;3,39670608133608;18,3422128392148;9,04372994155731;0,0294402864438201;0
"195";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;35,8008785425659;7,03231542800402;5,47401825929858;0,0312841484788805;1000;49,7334246875862;1,0581579720763;5,9521385929292;0,028351154356598;1
"196";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;19,5231255439773;15,5574906678569;5,83405900044635;0,0327816362476567;1000;8,63015266723959;18,7482626908998;7,88617398902928;0,0336031135463978;0
"197";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;21,6765195358452;20,1712056791893;5,15569995904652;0,0332156644801476;1000;4,49369315254915;10,9132547990479;9,30836438742325;0,0311547752032383;0
"198";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;33,5748976359995;7,11332577033887;4,73036163727535;0,0351453044710042;1000;47,2305826064727;2,69889043465558;5,73514217364311;0,0296418109356148;1
"199";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;2,51194394295173;34,8532222084552;6,2406107332707;0,0318478444650297;1000;9,56688452571327;10,886454805122;9,03080909970348;0,0303128985429432;0
"200";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;20,1708215637924;7,60539173716761;7,52272443567666;0,0302417032479718;1000;6,78998148281569;15,1966252234446;8,89164241797292;0,0309279193958739;0
"201";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;1,84577499384877;52,9122164903315;4,6913447760323;0,0325066707480359;1000;4,11380631344313;53,4794820747607;4,97084929541045;0,0291700655929918;-1
"202";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;16,7386359295735;6,00064306909238;7,97453881550435;0,0316632730546225;1000;3,63207115579406;14,5282846231762;9,41036617637551;0,0302857502735106;0
"203";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;8,39165192232894;27,4342466691523;6,69718374570483;0,0309831726108871;1000;12,5574449366712;9,163540899733;8,73930289511573;0,0294645926672152;0
"204";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;6,0203868574124;45,6281951298624;4,9113682257838;0,0315594337207864;1000;1,37203419729654;57,2824277371307;5,18800430852756;0,0291537922879882;-1
"205";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;16,3070986886612;17,180693261268;5,64196494808589;0,0343408726893513;1000;14,9828008171392;19,7500556225926;7,66165950876437;0,0293670059003035;0
"206";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;14,3355565762636;23,1124279494862;5,22955252654514;0,0341807447372729;1000;10,9160752042768;8,66864795633743;9,43116791545971;0,0311467256900899;0
"207";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;37,847138061328;12,7142729424774;4,02865043816871;0,0338202586923712;1000;54,0736467716665;4,53520908407526;4,97128688062095;0,0286646100742029;1
"208";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;9,79742458771515;15,7352576711789;6,56872784858175;0,0336823210064594;1000;6,92050019832146;15,1591909106089;8,85659251570901;0,0303446274087146;0
"209";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;9,84069059734696;25,0490306114286;5,44220010307824;0,0335342318443553;1000;12,2937275012602;8,82626589834065;8,90507184386155;0,0317234947626765;0
"210";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;14,7693447436305;5,13716338908888;8,34789050726943;0,0311455929822737;1000;13,5060186077945;5,2706414079198;9,18244557786028;0,0303568366004904;0
"211";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;37,5547242448408;9,62145827760383;4,84952534153419;0,0322196481090186;1000;55,1976479695937;0,968379788940241;5,12434304980877;0,0309795808861634;1
