"";"N_size";"n_groups";"n_size";"n_density";"n_to_N_density";"N_density";"inhibition_level";"r_default";"r_active";"number_of_iterations";"threshold_level";"to_A";"to_B";"fixed_for";"n_A";"n_B";"over_time_A";"over_time_B";"event_starts";"event_ends";"initial_time";"initial_FR_A";"initial_FR_B";"initial_FR_C";"initial_bin";"end_time";"end_FR_A";"end_FR_B";"end_FR_C";"end_bin";"end_state"
"31";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;8,64345459929772;24,3868897623043;6,25106984413496;0,0323944548771911;1000;7,07802273963645;15,4429587046613;8,48558407990506;0,0310821267594995;0
"32";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;17,4814787259338;21,3333299706311;5,14814733666271;0,0337500053199009;1000;18,4226647693036;4,27669003573119;8,88235622805709;0,0303973397449586;0
"33";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;19,9430656075071;2,57329878806543;8,24259768052208;0,0310885002437447;1000;5,28827046233045;25,4498015999653;8,05634953245654;0,0302556386137427;0
"34";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;16,2228476075232;20,8142195719166;5,58616922334526;0,0326699734117096;1000;6,27346925267573;11,1528342269791;9,36663812031446;0,0286922582625598;0
"35";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;37,7915602928069;4,06986033922536;5,08732542403169;0,034399214796311;1000;7,70054931815594;5,02209738140605;9,87679151676523;0,0298679990864701;0
"36";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;15,069172841103;26,1404018672195;4,95898800128135;0,0325167150955668;1000;22,2934692414194;10,1333951097361;7,51560137305427;0,0296050826747851;0
"37";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;10,2344970337863;26,9818558163456;5,46615182486312;0,0322438903358513;1000;11,6618134721167;15,0917586109746;8,1461197047874;0,02915498526991;0
"38";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;10,7710289079818;30,4666246254344;4,96236688974878;0,0324945743800421;1000;3,45267939051331;14,8465213792072;9,32223435438594;0,028963013558329;0
"39";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;22,7871972120483;8,54519895451811;6,60670474724317;0,0315966897244964;1000;9,4094746298816;9,0850099874719;9,12556806777311;0,0308199991399147;0
"40";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;4,25641404736588;41,5818910781128;5,11588226846861;0,0305421414724565;1000;1,02957283085014;61,7743698510081;4,6759766067777;0,0291382980407792;-1
"41";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;11,2074881568076;22,7262954290821;6,18746741990421;0,0321213812553823;1000;16,5528548383545;6,62114193534181;8,93854161271144;0,0302062698478726;0
"42";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;23,543527597111;19,1836150791275;4,57790814388269;0,0344043600373376;1000;29,3364089557584;6,40680195585528;7,54485230327694;0,0296559814567635;0
"43";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;24,895435910798;5,49639494134501;7,27464036354486;0,0309293640311807;1000;9,89140498746982;11,2102589857991;8,98469286361842;0,0303293617418387;0
"44";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;30,698359608435;4,093114614458;5,40875859767665;0,0342037820063679;1000;65,5987424912234;0,709175594499712;4,2993770416545;0,0282017601213547;1
"45";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;11,2872474191154;39,989105142009;4,67614535934782;0,031008445815342;1000;5,70586825079371;13,7612116636789;9,18812608032222;0,0297938880688934;0
"46";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;8,71519700617826;23,5633104241116;7,22231603752735;0,0309803668016449;1000;11,1600478239839;15,2182470327053;8,37003586798791;0,029569765757706;0
"47";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;9,35765563322652;40,1473612651331;4,52789788704509;0,0331279555639207;1000;1,97313524580239;41,7646960361507;6,37158256457023;0,0304084578731452;-1
"48";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;13,4758813457419;31,3460718259648;4,24783216333167;0,0341350586427768;1000;2,65941776683125;30,5833043185594;7,72893288485333;0,0300817724081469;0
"49";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;8,46534298453077;27,0890975504985;4,76175542879856;0,0354386113531617;1000;8,53587632613676;11,4906027467226;9,27455793128321;0,030459672805226;0
"50";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;41,4184991879101;2,6817733287136;4,91658443597494;0,0335598833191362;1000;54,4315385842122;1,00799145526319;5,41795407203964;0,029762157053372;1
"51";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;26,4224631581668;8,91360202926109;6,92395871915817;0,0314126656183248;1000;4,99200256182351;7,48800384273527;9,75000500356155;0,0320512656030277;0
"52";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;27,1231550839501;7,61886378762644;6,13318534903929;0,032813291714969;1000;23,1319963569631;6,03443383225124;7,87828861432801;0,0298288132745749;0
"53";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;6,73583021148052;22,1320135520074;7,21696094087199;0,0311765578119943;1000;11,485728314803;5,10476813991245;9,29227325468438;0,0313432452982564;0
"54";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;9,26933359548595;14,5660956500493;7,53133354633233;0,0302071337832049;1000;5,66325612872896;27,6870299626749;7,3150391662749;0,0317838352898933;0
"55";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;7,60248306927468;34,9714221186635;5,66384988660964;0,0328839929957057;1000;13,9780309997564;5,77353454337763;9,04013961397287;0,0329087837913664;0
"56";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;9,43154118139727;18,5378568048153;7,31757505453236;0,0307478909779872;1000;7,5071176762042;13,3822532488857;9,26149843749105;0,0306375908731318;0
"57";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;3,77445677415586;8,49252774185069;9,08228661281254;0,0317926544613396;1000;8,84952154442808;11,3779562714075;8,73100116660092;0,0316401286322983;0
"58";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;10,95663882246;8,21747911684497;7,98921580804372;0,0328567917436539;1000;11,3091027018496;13,822236635594;8,4818270263872;0,0318327642334632;0
"59";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;38,8305104895976;4,8538138111997;5,37964364074633;0,0309035339703162;1000;11,3091027018496;13,822236635594;8,4818270263872;0,0318327642334632;0
"60";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;37,1725415364474;3,99374413201501;5,45299679563588;0,0325509085466648;1000;59,0933419574869;1,01885072340495;5,05180150354953;0,0294449415511446;1
"61";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;5,90028018218434;18,3219226709935;7,29771496217537;0,0322018606122633;1000;12,1578349904899;5,29956909841869;9,23527850239139;0,0320780797160896;0
"62";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;5,64621087885707;32,88087511805;6,22743846932765;0,0301086876929421;1000;9,68464970246219;8,0148825123825;9,30895208469426;0,0299442942088315;0
"63";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;7,36941456934809;6,48508482102632;8,58536797329053;0,033923997306358;1000;7,10202661341516;10,8074318030231;9,07052312039436;0,0323851222361725;0
"64";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;30,9127133070406;7,01113085314323;6,41359129179579;0,0313786755101525;1000;4,28847633773199;12,5355462179858;9,56660106109444;0,0303137967338656;0
"65";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;17,8227864250494;17,2286935442144;5,34683592751482;0,0336647696769074;1000;3,99338454445146;11,6473715879834;9,73387482710042;0,0300496981105243;0
"66";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;6,3105889441849;46,1669401706159;4,77445874066621;0,0301081248803381;1000;2,05066983317532;43,7476231077401;6,62195466962862;0,0292587324538218;-1
"67";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;22,6315868429289;18,2912825168877;5,30912225596105;0,0322558027002903;1000;13,8275434836637;8,6422146772898;8,77184789744914;0,0289277701764289;0
"68";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;10,5697871246304;39,3964792827133;5,00463405522273;0,0312210639730873;1000;9,45971691998148;7,77048175569907;9,45971691998148;0,029599194391173;0
"69";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;18,5821406167959;19,7435244053457;4,9721743447286;0,0344416724207501;1000;3,66039469706221;11,6467103997434;9,60853607978831;0,0300514040434723;0
"70";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;4,54713409384126;29,2315763175509;6,69890290610542;0,0307886235837248;1000;10,9765335206376;5,64507438204218;9,40845730340363;0,0318862051796176;0
"71";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;14,8815615592524;23,753261719576;5,15130977051045;0,0349425695636555;1000;4,98839071252556;9,97678142505112;9,56108219900732;0,0300698178319029;0
"72";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;8,15822508475788;18,600753193248;7,7095227050962;0,0306439203874233;1000;23,5826405184108;2,62029339093453;7,86088017280359;0,0305309322523872;0
"73";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;5,43868112612372;28,4020014364239;5,77859869650645;0,0330962591528675;1000;5,64760177336372;16,9428053200911;8,84514101269464;0,0301012725085869;0
"74";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;5,23589562282528;42,5031527029346;4,58140866997212;0,0324681797052838;1000;7,4497016090074;16,5925172200619;8,97350421084983;0,0295313841475206;0
"75";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;36,0333159592945;5,45041754006135;5,86676887992715;0,0330249927967856;1000;13,061823286846;16,0007335263863;7,91873036765037;0,0306235960490159;0
"76";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;28,7754738053649;8,75775289728496;6,060052228032;0,0319716716472789;1000;18,0948124213741;4,84682475572519;8,72428456030535;0,03094809644661;0
"77";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;37,1693158571139;3,14994202178932;5,6305213639484;0,0317466160673;1000;18,5826898358569;2,47769197811426;8,86549160919009;0,0322881135777366;0
"78";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;8,19269959732874;14,2613659657204;7,62376212529202;0,0329561699159621;1000;22,3574184338726;3,88824668415176;8,46503705195539;0,0308622393967729;0
"79";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;6,20083928838867;35,7286454235728;4,76135873929845;0,0338663832802817;1000;0,990702327653995;62,7444807514197;4,54071900174748;0,0302815479106026;-1
"80";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;8,97642735452508;23,2148983306683;6,38409704093378;0,0323068397421842;1000;3,53836850079767;24,4469096418748;8,32320772346724;0,0310877739204388;0
"81";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;33,3193240530052;11,6022646256;4,49959621697949;0,0336141272919666;1000;55,2624938539972;4,51831710755952;4,95277067559409;0,0287717742923575;1
"82";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;30,4774475202085;8,5450787439837;4,73539780395763;0,0351079269118754;1000;9,97924259047916;11,975091108575;9,02289850889158;0,030062401758448;0
"83";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;8,84116742728977;18,2527327531144;6,48827609583363;0,0350632427843332;1000;6,91896919317553;5,93054502272188;10,1725320875855;0,0303513419610441;0
"84";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;13,9922869584531;21,1439002927735;5,79125210224863;0,0321605754181696;1000;11,2747812469747;15,4625571387081;8,29501763170281;0,0310427308817112;0
"85";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;19,3060782617219;20,4417299241762;4,36516107755845;0,0352220679301934;1000;9,52120843829014;11,5614673893523;9,18116527977978;0,0294080317445801;0
"86";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;36,8374845607702;5,52562268411552;6,06283600062676;0,0325755141619505;1000;50,0609138603263;3,99036269901152;5,53209374181142;0,0275664164631573;1
"87";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;8,09127072259263;11,8257033637892;8,24687208264249;0,0321333952248096;1000;14,1310152140229;7,22982173740707;8,6264918457698;0,0304295192869999;0
"88";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;48,7972692197915;5,25033909326871;4,32380866504482;0,0323788610564128;1000;41,9241829431932;2,66185288528211;6,44667495654261;0,030054252976314;1
"89";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;18,0196779424995;13,5147584568747;5,81885433559881;0,033296932493166;1000;4,43007013096903;21,2010499124946;8,50415248355661;0,0316022085116239;0
"90";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;16,5250555554419;22,5630566237764;5,32297462603176;0,0314673677347341;1000;7,76175014307139;13,4986959009937;8,94288603440834;0,0296324921261878;0
"91";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;12,9670388857399;17,8656980203527;5,83516749858295;0,0347033739904084;1000;2,6533736904522;10,9451664731153;10,0330692670224;0,0301502951837764;0
"92";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;23,2205084005348;19,5052270564492;4,64410168010696;0,0322990344166076;1000;15,9267501166436;5,30891670554786;8,75141738180155;0,0301379751979907;0
"93";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;21,7798326592579;19,2006419496089;4,97927095335007;0,0348946666345;1000;35,736257210486;4,0841436811984;7,01962195205974;0,0293819241846038;0
"94";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;20,5610172011917;16,9851881227236;5,32649539813481;0,0335586509776378;1000;8,21661962757893;7,55929005737261;9,44911257171576;0,030426137673561;0
"95";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;7,74035081606564;35,2959997212593;4,83771926004103;0,0322982776802709;1000;3,54855034499827;32,2595485908934;7,46002061164409;0,0309985738697625;0
"96";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;11,1166981849601;9,21097849610979;8,13901117113149;0,0314841686062431;1000;7,3324458127005;14,9836936172575;8,68735427809081;0,0313674326241345;0
"97";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;18,1228645738886;23,6991305966235;4,53071614347215;0,0358662946108707;1000;16,7983703112171;9,40708737428155;8,31519330405244;0,0297647921040368;0
"98";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;30,6131148468304;3,8266393558538;5,55598598782618;0,0339723678953787;1000;42,8126325679594;4,4171763760593;6,37092746547015;0,0294305658032105;1
"99";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;14,0543412526948;18,7391216702598;6,1682942164605;0,0320185764604026;1000;8,14621762963155;16,2924352592631;8,55352851111313;0,0306890892640328;0
"100";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;17,4988945486643;24,0239060752849;4,67131507019428;0,0337164155346622;1000;12,5838444554986;7,48228589245866;8,97024047334532;0,0294027791990328;0
"101";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;41,1994936474297;3,09770628928043;5,34354334900874;0,0322819501468066;1000;17,1521007198748;5,48867223035993;8,8762121225352;0,0291509482229562;0
"102";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;39,2703734642196;7,65439482777162;5,03359659869764;0,0300480972271662;1000;24,094690424209;4,29083528102351;8,29286434120891;0,0302971313242746;0
"103";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;3,79890199315672;39,1579128525385;4,52946006876378;0,0342204142760671;1000;1,37075193482221;53,8020134417718;5,48300773928885;0,029181064045106;-1
"104";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;15000;50;50;50;30;0;0;0;0;0;0;50;8,17463244453346;12,7160949137187;7,87186827992111;0,0330290079501439;1000;12,0981978419343;7,5205013612024;9,23713754147686;0,0305830673984782;0
