"";"time";"firing_rate_A";"firing_rate_B";"firing_rate_C";"amplitude";"phase";"alpha_freq"
"1";1002,46258547858;5,19635804134829;11,3731609961585;9,33873780072499;0;2,57141480220482;8,33870274573565
"2";1101,75376420845;5,13796582146899;13,1975200512243;9,15514988286264;0;2,57141480220482;8,33870274573565
"3";1199,9671492887;6,83944303551228;18,3746230804807;8,47274286488834;0;2,57141480220482;8,33870274573565
"4";1300,485793639;8,75584196499663;18,0091749507317;8,09666636251819;0;2,57141480220482;8,33870274573565
"5";1400,47187782694;6,10454488198731;21,4159443400866;8,10603500722905;0;2,57141480220482;8,33870274573565
"6";1500,1678525123;7,22920789692027;24,1977653216359;7,80654047202155;0;2,57141480220482;8,33870274573565
"7";1598,66426444797;13,6062289636623;26,1970677061557;6,82849923736037;0;2,57141480220482;8,33870274573565
"8";1696,5840581302;15,0299292145633;28,3217033498913;6,50530099507883;0;2,57141480220482;8,33870274573565
"9";1791,64498901942;16,620978271454;27,1405847723742;6,60105307932744;0;2,57141480220482;8,33870274573565
"10";1890,41545939275;12,4556360312257;22,177108055597;7,27844585158008;0;2,57141480220482;8,33870274573565
"11";1988,69582184117;12,5194925066577;23,9193556021509;7,31576035704083;0;2,57141480220482;8,33870274573565
"12";2088,25134907731;17,5341005282432;16,9294763720969;7,36885690303324;0;2,57141480220482;8,33870274573565
"13";997,120589557703;11,5396512948388;6,36670416266968;9,26405195544709;0;5,13744819414802;11,9416753128171
"14";1096,42557396415;6,94846431188432;5,23652382924615;9,89400896583528;0;5,13744819414802;11,9416753128171
"15";1196,23738421357;6,82113856026201;13,943209704065;8,90258892975373;0;5,13744819414802;11,9416753128171
"16";1293,84110953941;5,94289295166093;9,83651247171464;9,72124084118673;0;5,13744819414802;11,9416753128171
"17";1393,85107566693;6,90207212420442;6,10183187791985;9,66540172465582;0;5,13744819414802;11,9416753128171
"18";1492,58342671356;10,6374948604458;7,29428219001997;9,25715326545937;0;5,13744819414802;11,9416753128171
"19";1586,96692414871;15,6941174696042;3,71144669889288;9,0797892455058;0;5,13744819414802;11,9416753128171
"20";1683,57275439868;11,709152967974;3,52310797266475;9,610831307784;0;5,13744819414802;11,9416753128171
"21";1784,13801536181;8,65361080517351;5,57014028838755;9,59854531838211;0;5,13744819414802;11,9416753128171
"22";1883,92613917005;8,12342826171738;8,82545292631024;9,26421834168078;0;5,13744819414802;11,9416753128171
"23";1982,25767044255;13,1194083893782;14,339818472111;8,12335461319056;0;5,13744819414802;11,9416753128171
"24";2083,60962063378;10,4723476298629;14,028993994722;8,5087824492636;0;5,13744819414802;11,9416753128171
"25";999,218560143596;5,87616620585986;15,5009211982165;8,94089082184712;0;1,30186281753704;10,5274006463587
"26";1098,24228044732;2,62633945131138;22,0208461686877;8,67449616851403;0;1,30186281753704;10,5274006463587
"27";1193,81683288363;3,34944960873561;18,9453243494108;8,84464037306747;0;1,30186281753704;10,5274006463587
"28";1293,99130004184;7,79355413148154;13,8885131317427;8,84268641841174;0;1,30186281753704;10,5274006463587
"29";1392,03905277355;12,3438053542689;12,3438053542689;8,53099770868378;0;1,30186281753704;10,5274006463587
"30";1491,78202190007;16,9581964819841;5,61928404136752;8,81776044884234;0;1,30186281753704;10,5274006463587
"31";1589,35119594918;19,5191755846642;4,72569514155028;8,70657963579101;0;1,30186281753704;10,5274006463587
"32";1691,13665225786;12,7728727687151;5,01089624003439;9,12523506457244;0;1,30186281753704;10,5274006463587
"33";1793,03198505822;11,6801541830489;11,1893914022486;8,61288680304658;0;1,30186281753704;10,5274006463587
"34";1891,67166480571;14,7000163220724;8,82000979324341;8,680613086741;0;1,30186281753704;10,5274006463587
"35";1991,69926600243;14,8985046858103;4,29956846637479;9,02409428117034;0;1,30186281753704;10,5274006463587
"36";2088,91507771883;8,95191056139736;8,84901503770314;9,24773519201825;0;1,30186281753704;10,5274006463587
"37";992,147707107274;16,4410115474323;9,48131954269099;8,27093832447512;0;5,83294516464695;11,7550634527579
"38";1092,78697142889;7,8621020114568;7,5635411755787;9,47930653912988;0;5,83294516464695;11,7550634527579
"39";1191,4246439327;8,31663961056104;7,70810500491023;9,47031980044069;0;5,83294516464695;11,7550634527579
"40";1290,53751880913;9,49637628701191;7,98099709227597;9,33221020758219;0;5,83294516464695;11,7550634527579
"41";1386,97201747878;8,92682738677323;7,57742324691216;9,48475409844656;0;5,83294516464695;11,7550634527579
"42";1483,37945973917;11,7305619255083;4,98289356127785;9,57649856308086;0;5,83294516464695;11,7550634527579
"43";1585,70818877533;15,7522584078473;4,98984583105723;8,95237046160268;0;5,83294516464695;11,7550634527579
"44";1684,44174829603;19,0493076736209;6,07956627881517;8,67604771039248;0;5,83294516464695;11,7550634527579
"45";1784,8158155392;11,9591558405656;7,17549350433938;8,96936688042423;0;5,83294516464695;11,7550634527579
"46";1885,45264851062;4,96912303024833;9,54071621807679;9,73948113928672;0;5,83294516464695;11,7550634527579
"47";1983,892702296;8,84588562886161;11,4894836328892;8,98569129253614;0;5,83294516464695;11,7550634527579
"48";2082,74848901451;7,28623042040442;13,9652749724418;8,88009332486788;0;5,83294516464695;11,7550634527579
"49";993,971272167364;8,45287850668471;12,3700661073435;8,92964147123858;0;3,60593140747398;10,4558805674314
"50";1090,34588318753;3,53054476818801;13,2914626567078;9,39747945650045;0;3,60593140747398;10,4558805674314
"51";1190,62403166788;5,48987234715028;13,1756936331607;9,13315126844092;0;3,60593140747398;10,4558805674314
"52";1289,32061458199;5,58297610207909;10,658408922151;9,59256802993589;0;3,60593140747398;10,4558805674314
"53";1388,79457221892;8,44974680477721;9,35507681957477;9,24191056772508;0;3,60593140747398;10,4558805674314
"54";1485,03028894183;6,13416553406703;19,8580613052001;8,38249315566364;0;3,60593140747398;10,4558805674314
"55";1583,11349565705;4,89407531983489;28,0389731865541;7,54503278474546;0;3,60593140747398;10,4558805674314
"56";1680,84140821785;8,90530368351612;22,7238783648342;7,75375579340628;0;3,60593140747398;10,4558805674314
"57";1780,66146433141;10,9269019822245;16,5407231841013;8,1701147848743;0;3,60593140747398;10,4558805674314
"58";1878,30912330032;8,39779946904245;10,4460432419796;9,29390611970247;0;3,60593140747398;10,4558805674314
"59";1976,82212749754;6,2027970815724;7,93144544856799;9,72364706435018;0;3,60593140747398;10,4558805674314
"60";2072,55964238434;10,4482463849039;10,8661762403;9,03773312294187;0;3,60593140747398;10,4558805674314
"61";995,127783173274;13,7433707594186;10,533240363058;8,51436929347191;0;6,22716305966489;11,7511038230732
"62";1095,70143671804;19,6092377862303;4,9769639051346;8,56037791683151;0;6,22716305966489;11,7511038230732
"63";1190,3120525921;21,5954996180532;6,24575724247618;8,20417264901532;0;6,22716305966489;11,7511038230732
"64";1287,93019910657;16,5031385015413;7,89280537030237;8,43095119100481;0;6,22716305966489;11,7511038230732
"65";1385,69911282291;10,1309344470001;8,69827705045461;9,22273199026143;0;6,22716305966489;11,7511038230732
"66";1486,51776927709;8,03728110067308;6,74734709686135;9,57527933598707;0;6,22716305966489;11,7511038230732
"67";1586,06269715125;12,2711244065181;10,460630641622;8,52440814305251;0;6,22716305966489;11,7511038230732
"68";1682,59952320485;12,7468805604304;11,8141819828379;8,5756452550863;0;6,22716305966489;11,7511038230732
"69";1782,16961414214;11,8561051962714;9,0427920988511;8,8544005967917;0;6,22716305966489;11,7511038230732
"70";1882,05705445756;12,7177612783177;4,2058738085775;9,32552377199477;0;6,22716305966489;11,7511038230732
"71";1981,67723418545;7,83812317525673;7,53665689928531;9,57155426209235;0;6,22716305966489;11,7511038230732
"72";2081,34762190219;13,6600464307773;7,83443839412226;8,7886328139192;0;6,22716305966489;11,7511038230732
"73";994,327979854724;8,53197249137892;10,1379908426973;9,15932340986266;0;4,40633534856141;9,03546554036438
"74";1094,02015166875;8,52946671362262;7,62634670865081;9,43258671859443;0;4,40633534856141;9,03546554036438
"75";1194,44575340944;9,06148411890313;2,68857221110313;9,8954393880879;0;4,40633534856141;9,03546554036438
"76";1292,37979436626;6,33130499799658;5,82071588525492;10,0841349766478;0;4,40633534856141;9,03546554036438
"77";1391,97404727908;7,64457038518106;12,7744794594473;8,97734087996592;0;4,40633534856141;9,03546554036438
"78";1491,17217942102;8,97767295553263;7,46458200797095;9,46942751349017;0;4,40633534856141;9,03546554036438
"79";1591,01264106134;5,11133359151162;11,8262228195759;9,37077825110464;0;4,40633534856141;9,03546554036438
"80";1688,93332394113;6,74060690987542;9,90664954936236;9,31939970494139;0;4,40633534856141;9,03546554036438
"81";1786,33319420142;7,80373616078562;5,95548285954692;9,85735093993973;0;4,40633534856141;9,03546554036438
"82";1884,13112002204;7,97815349057174;6,03475712748375;9,72976731782868;0;4,40633534856141;9,03546554036438
"83";1983,28035915095;6,36496122665326;4,14227635385371;10,0273397102434;0;4,40633534856141;9,03546554036438
"84";2082,28887896751;8,99054857612692;8,58647897719987;9,29360077532221;0;4,40633534856141;9,03546554036438
"85";1001,00849766396;8,3949289129002;9,39432521205498;9,28189312840007;0;2,2011842772644;8,03042675741017
"86";1099,05564988763;5,41328069308537;9,09022606952072;9,74135181326447;0;2,2011842772644;8,03042675741017
"87";1200,733508484;5,90247590885617;7,57484408303209;9,71449159999245;0;2,2011842772644;8,03042675741017
"88";1301,53421223033;8,14172001279858;6,85095952296466;9,59382556386175;0;2,2011842772644;8,03042675741017
"89";1402,4154871779;8,4533869788866;6,8621611946256;9,54735470556605;0;2,2011842772644;8,03042675741017
"90";1502,23869142411;9,11615523595469;6,81207204444966;9,60452069502369;0;2,2011842772644;8,03042675741017
"91";1600,17296901309;15,5260191485597;7,86515443709933;8,6057046925405;0;2,2011842772644;8,03042675741017
"92";1701,19027601125;7,84572046293653;14,9962505051065;8,6898802595816;0;2,2011842772644;8,03042675741017
"93";1801,90309056458;2,68253905525804;20,0693662652638;8,87970103939582;0;2,2011842772644;8,03042675741017
"94";1901,69200785746;5,31345688777986;19,0482416731731;8,63436744264228;0;2,2011842772644;8,03042675741017
"95";1999,84931801347;3,26058661011625;12,0234131248037;9,67986649878262;0;2,2011842772644;8,03042675741017
"96";2100,86255765304;3,46491458409459;6,23684625137026;10,3081208876814;0;2,2011842772644;8,03042675741017
"97";996,892584283914;7,25639995974741;13,5049665917521;8,94452078371643;0;5,85361804830842;9,18249678891152
"98";1094,51965287568;7,28154107092724;9,84546398322556;9,34549901532739;0;5,85361804830842;9,18249678891152
"99";1195,14838993587;7,95121413174124;11,032309607791;9,20601511190666;0;5,85361804830842;9,18249678891152
"100";1291,49952919637;12,7824188723694;9,04122310484664;8,91132047402988;0;5,85361804830842;9,18249678891152
"101";1390,98538636119;9,35273210930671;10,5595362524431;9,22702334439667;0;5,85361804830842;9,18249678891152
"102";1489,84459263915;6,17519779326092;10,2245078216287;9,36402944060057;0;5,85361804830842;9,18249678891152
"103";1590,10490327601;5,39033306333845;16,3706411553242;8,8466345877476;0;5,85361804830842;9,18249678891152
