"";"N_size";"n_groups";"n_size";"n_density";"n_to_N_density";"N_density";"inhibition_level";"r_default";"r_active";"number_of_iterations";"threshold_level";"time_bins";"to_A";"to_B";"n_A";"n_B";"over_time_A";"over_time_B";"event_starts";"event_ends";"bound_th";"time_th";"poolA_th";"poolB_th";"dec_th"
"1";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,68382352941176;3,57352941176471;1000;3000;52,9810131720419;2102,12760213677;30,763168938605;52,9810131720419;-1
"2";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,94852941176471;3,43382352941176;1000;3000;52,8873441704788;1511,48824573183;52,8873441704788;16,6120504125222;1
"3";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,97794117647059;3,63970588235294;1000;3000;52,8494200568176;1510,02078940241;52,8494200568176;7,30156461311296;1
"4";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;4,04411764705882;3,74264705882353;1000;3000;53,8186756860828;1660,39583052505;29,9388659445758;53,8186756860828;-1
"5";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,875;3,98529411764706;1000;3000;55,14947797555;2309,83578417295;11,02989559511;55,14947797555;-1
"6";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,65441176470588;3,86764705882353;1000;3000;54,2284739126237;1485,75550753421;4,30954759570519;54,2284739126237;-1
"7";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,72794117647059;3,91176470588235;1000;3000;52,8364715934558;1488,42703381195;15,9573236356074;52,8364715934558;-1
"8";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,66176470588235;3,52205882352941;1000;3000;53,3437813311228;1713,79700907285;10,7358553622386;53,3437813311228;-1
"9";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,72794117647059;3,88970588235294;1000;3000;53,3223953798221;1739,88171137825;22,6533052267218;53,3223953798221;-1
"10";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,98529411764706;3,69117647058824;1000;3000;0;0;0;0;0
"11";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,82352941176471;3,83823529411765;1000;3000;53,2207145224352;1949,11062622589;18,7637134534227;53,2207145224352;-1
"12";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,48529411764706;3,67647058823529;1000;3000;53,5789497506603;2085,08730980513;16,7220925973398;53,5789497506603;-1
"13";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;4,02205882352941;3,60294117647059;1000;3000;53,5391439322662;1600,87948346646;31,0527034807144;53,5391439322662;-1
"14";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,98529411764706;3,54411764705882;1000;3000;52,9320107588462;2155,41734990114;52,9320107588462;26,9849466613726;1
"15";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,69852941176471;3,78676470588235;1000;3000;52,5258946608073;1817,13790219682;52,5258946608073;10,5733943797729;1
"16";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,65441176470588;3,375;1000;3000;54,0633587081841;1368,39244330915;54,0633587081841;5,23193793950169;1
"17";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,95588235294118;3,80147058823529;1000;3000;52,9705228924209;2147,03955548695;52,9705228924209;15,2799585266599;1
"18";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,83088235294118;3,47794117647059;1000;3000;52,9632239067357;1918,15613303154;52,9632239067357;6,08361355685478;1
"19";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,69852941176471;3,66176470588235;1000;3000;53,2497236830308;1354,97799362218;14,8834631412198;53,2497236830308;-1
"20";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,61764705882353;3,46323529411765;1000;3000;52,7905759958957;1736,54822454167;11,4611118938458;52,7905759958957;-1
"21";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,83088235294118;3,78676470588235;1000;3000;53,4335594824886;2690,92943799885;53,4335594824886;24,5859936269119;1
"22";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,70588235294118;3,58823529411765;1000;3000;53,4610393459962;1803,61154893097;53,4610393459962;17,1215093330315;1
"23";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;45000;52,5;30;50;50;7,5;7,5;3,63970588235294;3,79411764705882;1000;3000;53,047446334943;1209,40525951833;16,2390141841662;53,047446334943;-1
